ID,type,name,enter_datetime,exit_datetime,distance,time,speed,type_point,order_trip,total_load,barge_ids,order_distance,order_time,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
s10,Customer Station,Wat Kai Tia Pier,08:07.2,30:00.0,83,,8.614130435,main_point,2,3500,b42,,,,,tbr2,o1,River
o1,Loader-Customer,ld1 - b42,15:00.0,30:00.0,0,,,main_point,2,3500,b42,,,,,tbr2,o1,River
Start,Start,River Start,45:00.0,45:00.0,0,0,0,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,45:00.0,45:00.0,59.65642859,6.279624062,9.5,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
Barge,Barge Change Collection,Change Barge - b7,45:00.0,05:00.0,59.65642859,6.279624062,9.5,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
Barge,Barge Change Collection,Change Barge - b21,05:00.0,25:00.0,0,0,0,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
Barge,Barge Change Collection,Change Barge - b22,25:00.0,45:00.0,0,0,0,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
s10,Customer Station,Wat Kai Tia Pier,10:03.9,45:00.0,83,,5.756793478,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
o1,Loader-Customer,ld1 - b22,30:00.0,45:00.0,0,,,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
o1,Loader-Customer,ld1 - b7,45:00.0,45:00.0,0,,,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
o1,Loader-Customer,ld1 - b21,45:00.0,45:00.0,0,,,main_point,1,9500,"b7,b21,b22",,,,,tbr3,o1,River
Start,Start,River Start,00:00.0,00:00.0,0,0,0,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,00:00.0,00:00.0,59.65642859,6.214211312,9.6,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
Barge,Barge Change Collection,Change Barge - b23,00:00.0,20:00.0,59.65642859,6.214211312,9.6,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
Barge,Barge Change Collection,Change Barge - b24,20:00.0,40:00.0,0,0,0,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
Barge,Barge Change Collection,Change Barge - b25,40:00.0,00:00.0,0,0,0,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
s10,Customer Station,Wat Kai Tia Pier,53:20.0,30:00.0,83,,5.976,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
o1,Loader-Customer,ld1 - b24,15:00.0,30:00.0,0,,,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
o1,Loader-Customer,ld1 - b23,30:00.0,30:00.0,0,,,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
o1,Loader-Customer,ld1 - b25,30:00.0,30:00.0,0,,,main_point,1,9500,"b23,b24,b25",,,,,tbr4,o1,River
Start,Start,River Start,00:00.0,00:00.0,0,0,0,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
s2,Barge Change,3-Bang Hua Suea Pier,00:00.0,00:00.0,59.65642859,6.150147278,9.7,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
Barge,Barge Change Collection,Change Barge - b26,00:00.0,20:00.0,59.65642859,6.150147278,9.7,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
Barge,Barge Change Collection,Change Barge - b27,20:00.0,40:00.0,0,0,0,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
Barge,Barge Change Collection,Change Barge - b28,40:00.0,00:00.0,0,0,0,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
s10,Customer Station,Wat Kai Tia Pier,22:42.2,15:00.0,83,,5.772554348,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
o1,Loader-Customer,ld1 - b26,00:00.0,15:00.0,0,,,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
o1,Loader-Customer,ld1 - b28,00:00.0,15:00.0,0,,,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
o1,Loader-Customer,ld1 - b27,15:00.0,15:00.0,0,,,main_point,1,10000,"b26,b27,b28",,,,,tbr5,o1,River
Start,Start,Start,45:00.0,45:00.0,0,0,0,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
Barge,Barge Collection,Barge Location,30:00.0,30:00.0,59.65642859,4.971369049,12,main_point,1,9500,"b43,b44,b45",5.240947497,0.530536985,9.878571429,1/15/2025 13:15,tbs1,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b43,30:00.0,00:00.0,59.65642859,4.971369049,12,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
