ID,type,name,enter_datetime,exit_datetime,rest_time,start_arrival_datetime,distance,time,speed,type_point,barge_ids,total_load,total_load_v2,order_distance,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
Travel,Barge Step Release,Barge Releasing (B_059),2025-01-23 02:45:42.488567,2025-01-23 03:15:42.488567,0.0,2025-01-23 02:45:42.488567,0.0,0.5,0.0,release_point,"B_064,B_101,B_042",8250,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_064),2025-01-23 03:15:42.488567,2025-01-23 03:45:42.488567,0.0,2025-01-23 03:15:42.488567,0.0,0.5,0.0,release_point,"B_101,B_042",5750,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_101),2025-01-23 03:45:42.488567,2025-01-23 04:15:42.488567,0.0,2025-01-23 03:45:42.488567,0.0,0.5,0.0,release_point,B_042,3000,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_042),2025-01-23 04:15:42.488567,2025-01-23 04:45:42.488567,0.0,2025-01-23 04:15:42.488567,0.0,0.5,0.0,release_point,,0,0,0.0,0.0,0,SeaTB_05,ODR_001,Sea
Start,Start,Start at ST_014,2025-01-18 23:00:00.000000,2025-01-18 23:00:00.000000,0.0,2025-01-18 23:00:00.000000,0.0,0.0,0.0,main_point,,0,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Barge,Barge Collection,Barge Location,2025-01-18 23:00:00.000000,2025-01-20 08:30:00.000000,0.0,2025-01-18 23:00:00.000000,66.5,0.0,12.0,main_point,"B_010,B_081,B_061",1200,0,0.0,0.0,2025-01-19 17:50:00,SeaTB_01,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_010 - (ST_014 to ST_001),2025-01-18 23:00:00.000000,2025-01-19 04:32:30.000000,0.0,2025-01-18 23:00:00.000000,66.5,5.541666666666667,12.0,travel_point,B_010,400,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_081 - (ST_001 to ST_001),2025-01-20 07:50:00.000000,2025-01-20 07:50:00.000000,0.0,2025-01-20 07:50:00.000000,0.0,0.0,0.0,travel_point,"B_010,B_081",800,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_061 - (ST_001 to ST_001),2025-01-20 08:10:00.000000,2025-01-20 08:10:00.000000,0.0,2025-01-20 08:10:00.000000,0.0,0.0,0.0,travel_point,"B_010,B_081,B_061",1200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
ODR_001,Start Order Carrier,SPAR CORONA,2025-01-20 08:30:00.000000,2025-01-22 19:15:00.000000,0.0,2025-01-20 08:30:00.000000,0.0,0.0,0.0,main_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
ODR_001,Crane-Carrier,cr3 - B_081,2025-01-22 07:55:42.857143,2025-01-22 19:10:42.857143,0.0,2025-01-22 07:55:42.857143,0.0,11.25,280.0,loading_point,B_081,3150,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
ODR_001,Crane-Carrier,cr5 - B_061,2025-01-22 09:34:36.923077,2025-01-22 18:13:50.769231,0.0,2025-01-22 09:34:36.923077,0.0,8.653846153846153,260.0,loading_point,B_061,2250,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
ODR_001,Crane-Carrier,cr6 - B_010,2025-01-22 09:25:00.000000,2025-01-22 16:55:00.000000,0.0,2025-01-22 09:25:00.000000,0.0,7.5,240.0,loading_point,B_010,1800,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
ST_014,Appointment,From SPAR CORONA To Bang Hua Suea,2025-01-22 19:15:00.000000,2025-01-23 05:37:11.363957,0.0,2025-01-22 19:15:00.000000,62.21893992770459,10.369823321284098,6.0,main_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_001 to ST_005,2025-01-22 19:15:00.000000,2025-01-23 01:37:11.363957,0.0,2025-01-22 19:15:00.000000,38.21893992770459,6.369823321284098,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_005 to ST_006,2025-01-23 01:37:11.363957,2025-01-23 03:27:11.363957,0.0,2025-01-23 01:37:11.363957,11.0,1.8333333333333333,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_006 to ST_007,2025-01-23 03:27:11.363957,2025-01-23 03:47:11.363957,0.0,2025-01-23 03:27:11.363957,2.0,0.3333333333333333,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_007 to ST_008,2025-01-23 03:47:11.363957,2025-01-23 04:07:11.363957,0.0,2025-01-23 03:47:11.363957,2.0,0.3333333333333333,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_008 to ST_009,2025-01-23 04:07:11.363957,2025-01-23 04:17:11.363957,0.0,2025-01-23 04:07:11.363957,1.0,0.16666666666666666,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_009 to ST_010,2025-01-23 04:17:11.363957,2025-01-23 04:57:11.363957,0.0,2025-01-23 04:17:11.363957,4.0,0.6666666666666666,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_010 to ST_011,2025-01-23 04:57:11.363957,2025-01-23 05:07:11.363957,0.0,2025-01-23 04:57:11.363957,1.0,0.16666666666666666,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_011 to ST_012,2025-01-23 05:07:11.363957,2025-01-23 05:17:11.363957,0.0,2025-01-23 05:07:11.363957,1.0,0.16666666666666666,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_012 to ST_013,2025-01-23 05:17:11.363957,2025-01-23 05:27:11.363957,0.0,2025-01-23 05:17:11.363957,1.0,0.16666666666666666,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Sea-River,ST_013 to ST_014,2025-01-23 05:27:11.363957,2025-01-23 05:37:11.363957,0.0,2025-01-23 05:27:11.363957,1.0,0.16666666666666666,6.0,travel_point,"B_010,B_081,B_061",7200,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
